Item No.,Location Code,Description,Category,Subcategory,On_Hand,Stock_Value,Last Outward Date,Days Dormant,Status,Days Dormant Display
21096-W,LD-VIJ-027,Teron LED Night Lamp - W,MODULAR,TERON,230.0,19602.1,2025-10-31,68.0,Slow-Moving,68.0
21096-W,LF-AND-N20,,MODULAR,TERON,29.0,2210.96,,,Dead,Never Moved
21096-W,LF-HAR-E57,,MODULAR,TERON,180.0,28967.4,2025-11-13,55.0,Active,55.0
21110-W,IN_TRANSIT,,MODULAR,TERON,382.0,21340.41,2025-11-07,61.0,Slow-Moving,61.0
21110-W,LD-BAN-002,,MODULAR,TERON,50.0,2871.64,,,Dead,Never Moved
21110-W,LD-CSN-001,Teron MCB 10A SP - W,MODULAR,TERON,100.0,5743.28,2025-11-08,60.0,Active,60.0
21110-W,LD-JAI-014,Teron MCB 10A SP - W,MODULAR,TERON,100.0,5743.280000000001,,,Dead,Never Moved
21110-W,LF-AND-28,Teron MCB 10A SP - W,MODULAR,TERON,10.0,571.0,2025-10-06,93.0,Slow-Moving,93.0
21110-W,LF-AND-N20,Teron MCB 10A SP - W,MODULAR,TERON,2.0,170.76,,,Dead,Never Moved
21110-W,LF-HAR-E57,Teron MCB 10A SP - W,MODULAR,TERON,3890.0,236365.33,2025-10-31,68.0,Slow-Moving,68.0
21110-W,LW-BHI-58,,MODULAR,TERON,128.0,11418.21,2025-11-10,58.0,Active,58.0
21116-W,IN_TRANSIT,Teron MCB 16A SP - W,MODULAR,TERON,331.0,18281.18,2025-11-13,55.0,Active,55.0
21116-W,LD-BAN-002,,MODULAR,TERON,100.0,5489.0,2025-11-13,55.0,Active,55.0
21116-W,LD-HUB-029,Teron MCB 16A SP - W,MODULAR,TERON,80.0,10328.32,2025-10-31,68.0,Slow-Moving,68.0
21116-W,LD-JAI-014,Teron MCB 16A SP - W,MODULAR,TERON,300.0,16467.0,,,Dead,Never Moved
21116-W,LF-HAR-E57,Teron MCB 16A SP - W,MODULAR,TERON,1710.0,165767.77,2025-11-13,55.0,Active,55.0
21116-W,LW-BHI-58,Teron MCB 16A SP - W,MODULAR,TERON,279.0,32933.99,2025-10-29,70.0,Slow-Moving,70.0
21125-W,IN_TRANSIT,,MODULAR,TERON,330.0,18952.829999999998,2025-11-07,61.0,Slow-Moving,61.0
21125-W,LD-BAN-002,,MODULAR,TERON,100.0,5743.28,2025-11-13,55.0,Active,55.0
21125-W,LD-CSN-001,Teron MCB 25A SP - W,MODULAR,TERON,60.0,5743.28,2025-11-08,60.0,Active,60.0
21125-W,LD-HUB-029,Teron MCB 25A SP - W,MODULAR,TERON,140.0,9189.24,2025-10-30,69.0,Slow-Moving,69.0
21125-W,LD-JAI-014,Teron MCB 25A SP - W,MODULAR,TERON,300.0,17229.84,,,Dead,Never Moved
21125-W,LD-VIJ-027,Teron MCB 25A SP - W,MODULAR,TERON,6.0,9189.25,2025-10-31,68.0,Slow-Moving,68.0
21125-W,LF-AND-N20,,MODULAR,TERON,40.0,2297.6,,,Dead,Never Moved
21125-W,LF-HAR-E57,Teron MCB 25A SP - W,MODULAR,TERON,1370.0,87297.99,2025-11-07,61.0,Slow-Moving,61.0
21125-W,LW-BHI-58,Teron MCB 25A SP - W,MODULAR,TERON,140.0,25270.43,2025-11-05,63.0,Slow-Moving,63.0
21132-W,IN_TRANSIT,Teron MCB 32A SP - W,MODULAR,TERON,61.0,3480.1600000000003,2025-11-13,55.0,Active,55.0
21132-W,LD-BAN-002,,MODULAR,TERON,220.0,16525.61,2025-11-13,55.0,Active,55.0
21132-W,LD-HUB-029,Teron MCB 32A SP - W,MODULAR,TERON,160.0,12552.46,2025-10-31,68.0,Slow-Moving,68.0
21132-W,LD-JAI-014,Teron MCB 32A SP - W,MODULAR,TERON,240.0,14262.98,2025-10-09,90.0,Slow-Moving,90.0
21132-W,LD-VIJ-027,Teron MCB 32A SP - W,MODULAR,TERON,40.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
21132-W,LF-AND-N20,,MODULAR,TERON,36.0,2054.16,,,Dead,Never Moved
21132-W,LF-HAR-E57,Teron MCB 32A SP - W,MODULAR,TERON,1320.0,171726.29,2025-11-05,63.0,Slow-Moving,63.0
21132-W,LW-BHI-58,Teron MCB 32A SP - W,MODULAR,TERON,519.0,68462.32,2025-11-10,58.0,Active,58.0
21232-W,IN_TRANSIT,,MODULAR,TERON,387.0,39549.17,2025-11-13,55.0,Active,55.0
21232-W,LD-BAN-002,,MODULAR,TERON,270.0,34057.33,2025-10-27,72.0,Slow-Moving,72.0
21232-W,LD-COI-006,Teron MCB 32A DP - W,MODULAR,TERON,300.0,31484.329999999998,,,Dead,Never Moved
21232-W,LD-JAI-014,Teron MCB 32A DP - W,MODULAR,TERON,140.0,15722.160000000002,,,Dead,Never Moved
21232-W,LD-VIJ-027,Teron MCB 32A DP - W,MODULAR,TERON,10.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
21232-W,LF-AND-N20,,MODULAR,TERON,14.0,1497.72,,,Dead,Never Moved
21232-W,LF-HAR-E57,Teron MCB 32A DP - W,MODULAR,TERON,200.0,119812.51,2025-11-05,63.0,Slow-Moving,63.0
21232-W,LF-HAR-G1,,MODULAR,TERON,10.0,1069.8,,,Dead,Never Moved
21232-W,LW-BHI-58,,MODULAR,TERON,140.0,28883.33,2025-11-10,58.0,Active,58.0
21302-W,IN_TRANSIT,,MODULAR,TERON,1620.0,34344.08,2025-11-12,56.0,Active,56.0
21302-W,LD-BAN-002,,MODULAR,TERON,1000.0,24189.28,2025-10-27,72.0,Slow-Moving,72.0
21302-W,LD-CSN-001,Teron 2M Plate - W,MODULAR,TERON,320.0,7216.62,2025-11-12,56.0,Active,56.0
21302-W,LD-JAI-014,Teron 2M Plate - W,MODULAR,TERON,470.0,10174.52,2025-10-09,90.0,Slow-Moving,90.0
21302-W,LD-VIJ-027,,MODULAR,TERON,20.0,4239.11,2025-11-13,55.0,Active,55.0
21302-W,LF-AND-N20,,MODULAR,TERON,115.0,2438.0,,,Dead,Never Moved
21302-W,LF-HAR-E57,,MODULAR,TERON,140.0,2968.0,2025-11-08,60.0,Active,60.0
21302-W,LF-HAR-G1,,MODULAR,TERON,950.0,30326.4,2025-10-30,69.0,Slow-Moving,69.0
21303-W,IN_TRANSIT,Teron 3M Plate - W,MODULAR,TERON,1431.0,34146.520000000004,2025-11-10,58.0,Active,58.0
21303-W,LD-BAN-002,,MODULAR,TERON,200.0,4772.4,2025-10-27,72.0,Slow-Moving,72.0
21303-W,LD-CSN-001,Teron 3M Plate - W,MODULAR,TERON,1420.0,37940.58,2025-10-31,68.0,Slow-Moving,68.0
21303-W,LD-JAI-014,Teron 3M Plate - W,MODULAR,TERON,340.0,8590.32,2025-11-12,56.0,Active,56.0
21303-W,LF-AND-N20,,MODULAR,TERON,66.0,1575.42,,,Dead,Never Moved
21303-W,LF-HAR-E57,,MODULAR,TERON,1600.0,32211.0,2025-11-12,56.0,Active,56.0
21303-W,LF-HAR-G1,,MODULAR,TERON,620.0,22003.8,,,Dead,Never Moved
21303-W,LW-BHI-58,Teron 3M Plate - W,MODULAR,TERON,9.0,1670.34,2025-10-08,91.0,Slow-Moving,91.0
21304-W,IN_TRANSIT,,MODULAR,TERON,1490.0,39464.18000000001,2025-10-31,68.0,Slow-Moving,68.0
21304-W,LD-BAN-002,,MODULAR,TERON,50.0,1324.3,2025-10-27,72.0,Slow-Moving,72.0
21304-W,LD-HUB-029,Teron 4M Plate - W,MODULAR,TERON,190.0,5032.34,2025-10-31,68.0,Slow-Moving,68.0
21304-W,LD-JAI-014,Teron 4M Plate - W,MODULAR,TERON,690.0,19069.92,2025-11-12,56.0,Active,56.0
21304-W,LD-VIJ-027,Teron 4M Plate - W,MODULAR,TERON,221.0,10594.439999999999,2025-10-31,68.0,Slow-Moving,68.0
21304-W,LF-AND-N20,,MODULAR,TERON,108.0,2860.92,,,Dead,Never Moved
21304-W,LF-HAR-E57,,MODULAR,TERON,800.0,19867.5,2025-11-12,56.0,Active,56.0
21304-W,LF-HAR-G1,,MODULAR,TERON,580.0,22846.2,,,Dead,Never Moved
21306-W,IN_TRANSIT,Teron 6M Plate - W,MODULAR,TERON,5030.0,185170.81,2025-11-07,61.0,Slow-Moving,61.0
21306-W,LD-BAN-002,,MODULAR,TERON,30.0,1861.81,2025-11-05,63.0,Slow-Moving,63.0
21306-W,LD-CSN-001,Teron 6M Plate - W,MODULAR,TERON,100.0,12890.730000000001,2025-11-10,58.0,Active,58.0
21306-W,LD-HUB-029,Teron 6M Plate - W,MODULAR,TERON,50.0,3315.04,2025-11-06,62.0,Slow-Moving,62.0
21306-W,LD-JAI-014,Teron 6M Plate - W,MODULAR,TERON,690.0,26520.3,2025-11-12,56.0,Active,56.0
21306-W,LF-AND-N20,,MODULAR,TERON,77.0,2835.14,,,Dead,Never Moved
21306-W,LF-HAR-E57,,MODULAR,TERON,3630.0,129939.3,2025-11-12,56.0,Active,56.0
21306-W,LF-HAR-G1,,MODULAR,TERON,390.0,21598.2,,,Dead,Never Moved
21306-W,LW-BHI-58,,MODULAR,TERON,920.0,61476.24,2025-11-10,58.0,Active,58.0
21308-W,IN_TRANSIT,,MODULAR,TERON,700.0,37631.450000000004,2025-11-13,55.0,Active,55.0
21308-W,LD-BAN-002,,MODULAR,TERON,750.0,45157.729999999996,2025-10-27,72.0,Slow-Moving,72.0
21308-W,LD-COI-006,Teron 8HM Plate - W,MODULAR,TERON,100.0,5375.92,2025-10-31,68.0,Slow-Moving,68.0
21308-W,LD-HUB-029,Teron 8HM Plate - W,MODULAR,TERON,100.0,12902.2,2025-10-31,68.0,Slow-Moving,68.0
21308-W,LD-JAI-014,Teron 8HM Plate - W,MODULAR,TERON,770.0,43007.36,2025-11-12,56.0,Active,56.0
21308-W,LD-VIJ-027,,MODULAR,TERON,73.0,5913.51,2025-11-13,55.0,Active,55.0
21308-W,LF-AND-N20,,MODULAR,TERON,77.0,4139.52,,,Dead,Never Moved
21308-W,LF-HAR-E57,,MODULAR,TERON,340.0,18278.4,2025-11-12,56.0,Active,56.0
21308-W,LF-HAR-G1,,MODULAR,TERON,530.0,42373.5,,,Dead,Never Moved
21309-W,IN_TRANSIT,,MODULAR,TERON,160.0,8601.470000000001,2025-10-31,68.0,Slow-Moving,68.0
21309-W,LD-VIJ-027,,MODULAR,TERON,50.0,2687.96,2025-09-24,105.0,Slow-Moving,105.0
21309-W,LF-AND-N20,,MODULAR,TERON,19.0,1021.44,,,Dead,Never Moved
21309-W,LF-HAR-E57,Teron 8SQM Plate - W,MODULAR,TERON,20.0,1075.2,2025-10-30,69.0,Slow-Moving,69.0
21312-W,IN_TRANSIT,,MODULAR,TERON,720.0,43240.9,2025-10-31,68.0,Slow-Moving,68.0
21312-W,LD-BAN-002,,MODULAR,TERON,50.0,3002.84,2025-11-05,63.0,Slow-Moving,63.0
21312-W,LD-HUB-029,,MODULAR,TERON,140.0,10810.220000000001,2025-11-06,62.0,Slow-Moving,62.0
21312-W,LD-JAI-014,Teron 12M Plate - W,MODULAR,TERON,510.0,35433.51,2025-11-12,56.0,Active,56.0
21312-W,LD-VIJ-027,Teron 12M Plate - W,MODULAR,TERON,2.0,3002.84,2025-10-31,68.0,Slow-Moving,68.0
21312-W,LF-AND-N20,,MODULAR,TERON,167.0,10030.02,2025-10-13,86.0,Slow-Moving,86.0
21312-W,LF-HAR-E57,,MODULAR,TERON,140.0,0.0,2025-11-12,56.0,Active,56.0
21312-W,LF-HAR-G1,,MODULAR,TERON,360.0,32151.6,,,Dead,Never Moved
21316-W,IN_TRANSIT,,MODULAR,TERON,155.0,12153.310000000001,2025-11-06,62.0,Slow-Moving,62.0
21316-W,LD-BAN-002,,MODULAR,TERON,101.0,9409.0,2025-10-27,72.0,Slow-Moving,72.0
21316-W,LD-CSN-001,Teron 16M Plate - W,MODULAR,TERON,45.0,4704.5,2025-11-12,56.0,Active,56.0
21316-W,LW-BHI-58,Teron 16M Plate - W,MODULAR,TERON,10.0,784.08,2025-11-10,58.0,Active,58.0
21318-W,IN_TRANSIT,,MODULAR,TERON,770.0,63607.420000000006,2025-11-06,62.0,Slow-Moving,62.0
21318-W,LD-BAN-002,,MODULAR,TERON,125.0,12391.02,2025-10-27,72.0,Slow-Moving,72.0
21318-W,LD-JAI-014,Teron 18M Plate - W,MODULAR,TERON,90.0,7434.62,,,Dead,Never Moved
21318-W,LD-VIJ-027,,MODULAR,TERON,50.0,4130.5,2025-10-31,68.0,Slow-Moving,68.0
21318-W,LF-AND-N20,,MODULAR,TERON,45.0,3717.45,,,Dead,Never Moved
21318-W,LF-HAR-E57,,MODULAR,TERON,90.0,0.0,2025-11-12,56.0,Active,56.0
21318-W,LF-HAR-G1,,MODULAR,TERON,200.0,24570.0,,,Dead,Never Moved
21318-W,LW-BHI-58,Teron 18M Plate - W,MODULAR,TERON,10.0,41303.39,2025-11-05,63.0,Slow-Moving,63.0
21402-DB,IN_TRANSIT,,MODULAR,TERON,50.0,1062.31,2025-11-07,61.0,Slow-Moving,61.0
21402-DB,LD-JAI-014,Teron 2M Plate Colour Plate - DB,MODULAR,TERON,110.0,2549.55,2025-10-09,90.0,Slow-Moving,90.0
21402-DB,LF-HAR-E57,Teron 2M Plate Colour Plate - DB,MODULAR,TERON,10.0,212.5,2025-10-31,68.0,Slow-Moving,68.0
21402-DB,LF-HAR-G1,Teron 2M Plate Colour Plate - DB,MODULAR,TERON,170.0,3612.5,,,Dead,Never Moved
21402-DB,LW-BHI-58,,MODULAR,TERON,130.0,2762.01,2025-09-12,117.0,Slow-Moving,117.0
21402-SB,IN_TRANSIT,,MODULAR,TERON,260.0,5400.15,2025-10-25,74.0,Slow-Moving,74.0
21402-SB,LD-CSN-001,Teron 2M Plate Colour Plate - SB,MODULAR,TERON,10.0,411.22,2025-11-12,56.0,Active,56.0
21402-SB,LD-JAI-014,Teron 2M Plate Colour Plate - SB,MODULAR,TERON,80.0,2467.3,2025-11-08,60.0,Active,60.0
21402-SB,LD-VIJ-027,Teron 2M Plate Colour Plate - SB,MODULAR,TERON,20.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
21403-DB,IN_TRANSIT,Teron 3M Plate Colour Plate - DB,MODULAR,TERON,114.0,2720.27,2025-11-07,61.0,Slow-Moving,61.0
21403-DB,LF-HAR-E57,Teron 3M Plate Colour Plate - DB,MODULAR,TERON,30.0,716.1,2025-10-31,68.0,Slow-Moving,68.0
21403-DB,LF-HAR-G1,Teron 3M Plate Colour Plate - DB,MODULAR,TERON,170.0,4056.2,,,Dead,Never Moved
21403-DB,LW-BHI-58,Teron 3M Plate Colour Plate - DB,MODULAR,TERON,340.0,8113.08,2025-10-08,91.0,Slow-Moving,91.0
21403-SB,IN_TRANSIT,,MODULAR,TERON,280.0,6681.36,2025-10-25,74.0,Slow-Moving,74.0
21403-SB,LD-JAI-014,Teron 3M Plate Colour Plate - SB,MODULAR,TERON,110.0,4295.16,2025-11-08,60.0,Active,60.0
21404-DB,IN_TRANSIT,,MODULAR,TERON,165.0,4370.1900000000005,2025-11-07,61.0,Slow-Moving,61.0
21404-DB,LD-JAI-014,Teron 4M Plate Colour Plate - DB,MODULAR,TERON,170.0,4767.48,2025-10-09,90.0,Slow-Moving,90.0
21404-DB,LD-VIJ-027,Teron 4M Plate Colour Plate - DB,MODULAR,TERON,50.0,1324.3,,,Dead,Never Moved
21404-DB,LF-HAR-G1,Teron 4M Plate Colour Plate - DB,MODULAR,TERON,150.0,3973.5,,,Dead,Never Moved
21404-DB,LW-BHI-58,,MODULAR,TERON,240.0,6356.64,2025-10-11,88.0,Slow-Moving,88.0
21404-SB,IN_TRANSIT,,MODULAR,TERON,180.0,4767.48,2025-10-25,74.0,Slow-Moving,74.0
21404-SB,LD-JAI-014,Teron 4M Plate Colour Plate - SB,MODULAR,TERON,150.0,4767.48,2025-11-08,60.0,Active,60.0
21404-SB,LF-HAR-E57,,MODULAR,TERON,50.0,1324.5,2025-11-12,56.0,Active,56.0
21404-SB,LW-BHI-58,Teron 4M Plate Colour Plate - SB,MODULAR,TERON,180.0,4767.4800000000005,2025-09-12,117.0,Slow-Moving,117.0
21406-DB,IN_TRANSIT,,MODULAR,TERON,180.0,6702.52,2025-11-11,57.0,Active,57.0
21406-DB,LD-JAI-014,Teron 6M Plate Colour Plate - DB,MODULAR,TERON,110.0,4468.34,2025-10-09,90.0,Slow-Moving,90.0
21406-DB,LD-VIJ-027,Teron 6M Plate Colour Plate - DB,MODULAR,TERON,70.0,2606.53,,,Dead,Never Moved
21406-DB,LF-HAR-E57,,MODULAR,TERON,40.0,1489.6,2025-10-07,92.0,Slow-Moving,92.0
21406-DB,LF-HAR-G1,Teron 6M Plate Colour Plate - DB,MODULAR,TERON,890.0,33143.6,,,Dead,Never Moved
21406-SB,IN_TRANSIT,,MODULAR,TERON,590.0,21517.58,2025-10-31,68.0,Slow-Moving,68.0
21406-SB,LD-BAN-002,,MODULAR,TERON,70.0,2554.4,2025-09-30,99.0,Slow-Moving,99.0
21406-SB,LD-JAI-014,Teron 6M Plate Colour Plate - SB,MODULAR,TERON,50.0,4378.97,2025-11-08,60.0,Active,60.0
21406-SB,LD-VIJ-027,Teron 6M Plate Colour Plate - SB,MODULAR,TERON,30.0,1117.08,2025-10-31,68.0,Slow-Moving,68.0
21406-SB,LF-HAR-E57,,MODULAR,TERON,20.0,0.0,2025-11-12,56.0,Active,56.0
21406-SB,LW-BHI-58,Teron 6M Plate Colour Plate - SB,MODULAR,TERON,10.0,12407.050000000001,2025-09-12,117.0,Slow-Moving,117.0
21408-DB,IN_TRANSIT,,MODULAR,TERON,330.0,17740.54,2025-11-07,61.0,Slow-Moving,61.0
21408-DB,LD-JAI-014,Teron 8HM Plate Colour Plate - DB,MODULAR,TERON,90.0,5375.92,2025-10-09,90.0,Slow-Moving,90.0
21408-DB,LD-VIJ-027,Teron 8HM Plate Colour Plate - DB,MODULAR,TERON,60.0,5913.51,2025-09-30,99.0,Slow-Moving,99.0
21408-DB,LF-HAR-G1,Teron 8HM Plate Colour Plate - DB,MODULAR,TERON,1170.0,62899.2,,,Dead,Never Moved
21408-DB,LW-BHI-58,,MODULAR,TERON,180.0,9676.68,2025-10-11,88.0,Slow-Moving,88.0
21408-SB,IN_TRANSIT,,MODULAR,TERON,360.0,19353.31,2025-10-25,74.0,Slow-Moving,74.0
21408-SB,LD-JAI-014,Teron 8HM Plate Colour Plate - SB,MODULAR,TERON,90.0,5375.92,2025-10-09,90.0,Slow-Moving,90.0
21409-DB,LF-HAR-E57,,MODULAR,TERON,10.0,537.6,2025-10-31,68.0,Slow-Moving,68.0
21409-DB,LF-HAR-G1,Teron 8SQM Plate Colour Plate - DB,MODULAR,TERON,110.0,5913.6,,,Dead,Never Moved
21409-DB,LW-BHI-58,,MODULAR,TERON,20.0,1075.18,,,Dead,Never Moved
21409-SB,IN_TRANSIT,,MODULAR,TERON,170.0,9139.060000000001,2025-11-07,61.0,Slow-Moving,61.0
21409-SB,LF-HAR-E57,,MODULAR,TERON,100.0,5376.0,2025-11-08,60.0,Active,60.0
21409-SB,LW-BHI-58,,MODULAR,TERON,120.0,6451.1,,,Dead,Never Moved
21412-DB,IN_TRANSIT,,MODULAR,TERON,220.0,13212.5,2025-09-17,112.0,Slow-Moving,112.0
21412-DB,LD-JAI-014,Teron 12M Plate Colour Plate - DB,MODULAR,TERON,80.0,5405.11,2025-10-09,90.0,Slow-Moving,90.0
21412-DB,LF-HAR-G1,Teron 12M Plate Colour Plate - DB,MODULAR,TERON,1060.0,63663.6,,,Dead,Never Moved
21412-SB,IN_TRANSIT,,MODULAR,TERON,200.0,11770.53,2025-11-07,61.0,Slow-Moving,61.0
21412-SB,LD-JAI-014,Teron 12M Plate Colour Plate - SB,MODULAR,TERON,40.0,2359.38,2025-11-08,60.0,Active,60.0
21412-SB,LW-BHI-58,,MODULAR,TERON,70.0,4128.66,2025-09-12,117.0,Slow-Moving,117.0
21416-DB,LD-BAN-002,,MODULAR,TERON,20.0,1568.17,,,Dead,Never Moved
21416-DB,LF-HAR-E57,,MODULAR,TERON,20.0,1568.2,2025-10-31,68.0,Slow-Moving,68.0
21416-DB,LW-BHI-58,,MODULAR,TERON,50.0,3920.42,2025-09-08,121.0,Slow-Moving,121.0
21416-SB,IN_TRANSIT,,MODULAR,TERON,100.0,7840.84,2025-10-31,68.0,Slow-Moving,68.0
21416-SB,LD-VIJ-027,,MODULAR,TERON,50.0,3920.42,2025-10-31,68.0,Slow-Moving,68.0
21418-DB,IN_TRANSIT,,MODULAR,TERON,60.0,4956.41,2025-10-27,72.0,Slow-Moving,72.0
21418-DB,LD-BAN-002,,MODULAR,TERON,20.0,1652.14,,,Dead,Never Moved
21418-DB,LD-JAI-014,Teron 18M Plate Colour Plate - DB,MODULAR,TERON,20.0,1652.14,,,Dead,Never Moved
21418-DB,LF-HAR-G1,Teron 18M Plate Colour Plate - DB,MODULAR,TERON,200.0,16522.0,,,Dead,Never Moved
21418-SB,IN_TRANSIT,,MODULAR,TERON,80.0,6608.549999999999,2025-11-07,61.0,Slow-Moving,61.0
21418-SB,LD-JAI-014,Teron 18M Plate Colour Plate - SB,MODULAR,TERON,20.0,1652.14,,,Dead,Never Moved
21418-SB,LD-VIJ-027,,MODULAR,TERON,50.0,4130.34,2025-10-31,68.0,Slow-Moving,68.0
21418-SB,LF-HAR-E57,Teron 18M Plate Colour Plate - SB,MODULAR,TERON,20.0,1652.2,2025-10-31,68.0,Slow-Moving,68.0
21418-SB,LW-BHI-58,,MODULAR,TERON,30.0,2478.2,2025-10-31,68.0,Slow-Moving,68.0
21501-W,IN_TRANSIT,Broad 1 Way Switch 6A - W,MODULAR,TERON,5003.0,37128.369999999995,2025-11-13,55.0,Active,55.0
21501-W,LD-BAN-002,,MODULAR,TERON,2400.0,17771.039999999997,2025-10-28,71.0,Slow-Moving,71.0
21501-W,LD-CSN-001,,MODULAR,TERON,2680.0,26656.56,2025-11-12,56.0,Active,56.0
21501-W,LD-HUB-029,,MODULAR,TERON,120.0,888.55,2025-10-22,77.0,Slow-Moving,77.0
21501-W,LD-JAI-014,Broad 1 Way Switch 6A - W,MODULAR,TERON,4300.0,35542.08,2025-11-12,56.0,Active,56.0
21501-W,LD-VIJ-027,Broad 1 Way Switch 6A - W,MODULAR,TERON,1694.0,27026.79,2025-11-13,55.0,Active,55.0
21501-W,LF-AND-N20,,MODULAR,TERON,1.0,7.4,2025-10-13,86.0,Slow-Moving,86.0
21501-W,LF-HAR-E57,Broad 1 Way Switch 6A - W,MODULAR,TERON,6160.0,214612.2,2025-11-07,61.0,Slow-Moving,61.0
21501-W,LF-HAR-G1,,MODULAR,TERON,7.0,91.91,2025-10-13,86.0,Slow-Moving,86.0
21501-W,LW-BHI-58,Broad 1 Way Switch 6A - W,MODULAR,TERON,16660.0,153721.98,2025-10-27,72.0,Slow-Moving,72.0
21506-W,IN_TRANSIT,Broad 2 Way Switch 6A - W,MODULAR,TERON,603.0,10881.74,2025-09-24,105.0,Slow-Moving,105.0
21506-W,LD-JAI-014,Broad 2 Way Switch 6A - W,MODULAR,TERON,360.0,9334.88,2025-10-09,90.0,Slow-Moving,90.0
21506-W,LD-RAI-022,Broad 2 Way Switch 6A - W,MODULAR,TERON,60.0,2549.4,,,Dead,Never Moved
21506-W,LD-VIJ-027,Broad 2 Way Switch 6A - W,MODULAR,TERON,13.0,0.0,2025-11-13,55.0,Active,55.0
21506-W,LF-HAR-E57,Broad 2 Way Switch 6A - W,MODULAR,TERON,20.0,459.0,2025-09-17,112.0,Slow-Moving,112.0
21506-W,LF-HAR-G1,,MODULAR,TERON,85.0,2830.01,2025-10-13,86.0,Slow-Moving,86.0
21506-W,LW-BHI-58,Broad 2 Way Switch 6A - W,MODULAR,TERON,2400.0,56009.28,2025-09-12,117.0,Slow-Moving,117.0
21511-W,IN_TRANSIT,,MODULAR,TERON,130.0,3033.84,2025-09-17,112.0,Slow-Moving,112.0
21511-W,LD-JAI-014,Broad Bell Push 6A - W,MODULAR,TERON,200.0,4667.44,,,Dead,Never Moved
21511-W,LF-HAR-E57,,MODULAR,TERON,1240.0,28941.6,2025-09-01,128.0,Slow-Moving,128.0
21511-W,LF-HAR-G1,,MODULAR,TERON,27.0,1930.3600000000001,,,Dead,Never Moved
21516-W,IN_TRANSIT,Broad 1 Way Switch 16A - W,MODULAR,TERON,1921.0,49884.11,2025-10-11,88.0,Slow-Moving,88.0
21516-W,LD-JAI-014,Broad 1 Way Switch 16A - W,MODULAR,TERON,900.0,31153.440000000002,2025-11-12,56.0,Active,56.0
21516-W,LD-RAI-022,Broad 1 Way Switch 16A - W,MODULAR,TERON,123.0,5705.97,,,Dead,Never Moved
21516-W,LD-VIJ-027,,MODULAR,TERON,40.0,0.0,2025-11-13,55.0,Active,55.0
21516-W,LF-HAR-E57,Broad 1 Way Switch 16A - W,MODULAR,TERON,320.0,8310.4,,,Dead,Never Moved
21516-W,LF-HAR-G1,,MODULAR,TERON,127.0,4289.18,2025-10-13,86.0,Slow-Moving,86.0
21516-W,LW-BHI-58,Broad 1 Way Switch 16A - W,MODULAR,TERON,120.0,3116.4,2025-09-20,109.0,Slow-Moving,109.0
21521-W,LD-JAI-014,Broad 2 Way Switch 16A - W,MODULAR,TERON,100.0,3907.3,,,Dead,Never Moved
21521-W,LF-HAR-G1,,MODULAR,TERON,1.0,69.78,,,Dead,Never Moved
21526-W,IN_TRANSIT,,MODULAR,TERON,1290.0,47008.63,2025-11-07,61.0,Slow-Moving,61.0
21526-W,LD-BAN-002,,MODULAR,TERON,360.0,17856.01,2025-11-13,55.0,Active,55.0
21526-W,LD-COI-006,Teron Dual Bell Push 6A with Ind. - W,MODULAR,TERON,100.0,3644.08,2025-10-31,68.0,Slow-Moving,68.0
21526-W,LD-JAI-014,Teron Dual Bell Push 6A with Ind. - W,MODULAR,TERON,260.0,10932.24,2025-10-09,90.0,Slow-Moving,90.0
21526-W,LW-BHI-58,Teron Dual Bell Push 6A with Ind. - W,MODULAR,TERON,460.0,18949.22,2025-11-10,58.0,Active,58.0
21531-W,IN_TRANSIT,,MODULAR,TERON,220.0,9747.01,2025-10-22,77.0,Slow-Moving,77.0
21531-W,LD-BAN-002,,MODULAR,TERON,20.0,886.09,,,Dead,Never Moved
21531-W,LD-JAI-014,Teron Dual 1 Way Switch 16A with Ind. - W,MODULAR,TERON,500.0,26582.76,2025-11-12,56.0,Active,56.0
21531-W,LF-HAR-E57,,MODULAR,TERON,660.0,29238.0,2025-11-13,55.0,Active,55.0
21536-W,IN_TRANSIT,,MODULAR,TERON,540.0,32417.390000000003,2025-11-06,62.0,Slow-Moving,62.0
21536-W,LD-BAN-002,,MODULAR,TERON,570.0,36019.32,2025-11-13,55.0,Active,55.0
21536-W,LD-COI-006,Teron D.P. Switch 32A - W,MODULAR,TERON,59.0,6003.22,2025-10-29,70.0,Slow-Moving,70.0
21536-W,LD-CSN-001,Teron D.P. Switch 32A - W,MODULAR,TERON,50.0,6003.22,2025-09-30,99.0,Slow-Moving,99.0
21536-W,LD-HUB-029,Teron D.P. Switch 32A - W,MODULAR,TERON,250.0,28815.46,2025-10-31,68.0,Slow-Moving,68.0
21536-W,LD-JAI-014,Teron D.P. Switch 32A - W,MODULAR,TERON,450.0,30016.100000000002,2025-10-09,90.0,Slow-Moving,90.0
21536-W,LF-HAR-E57,Teron D.P. Switch 32A - W,MODULAR,TERON,4430.0,429830.55,2025-11-13,55.0,Active,55.0
21536-W,LW-BHI-58,Teron D.P. Switch 32A - W,MODULAR,TERON,1950.0,159685.65,2025-11-10,58.0,Active,58.0
