PO_No,Vendor,Order_Date,Last_Receiving_No,Last_Receipt_Date,Outstanding_Qty,Days_Difference,Delivery_Status,Month
PO/VAS/26/00062,URVI PLASTIC INDUSTRIES,01-05-2025,PPR/VAS/26/00294,05-05-2025,0.0,4,≤15 days,May 2025
PO/VAS/26/00063,RUPAL PLASTICS PVT LTD,01-05-2025,PPR/VAS/26/00299,05-05-2025,0.0,4,≤15 days,May 2025
PO/VAS/26/00064,ACN PLASTIC,01-05-2025,PPR/VAS/26/00296,17-05-2025,0.0,16,>15 days,May 2025
PO/VAS/26/00065,Krisel polymers,01-05-2025,PPR/VAS/26/00278,05-05-2025,0.0,4,≤15 days,May 2025
PO/VAS/26/00066,RONCH POLYMERS PVT LTD,22-04-2025,PPR/VAS/26/00150,23-04-2025,0.0,1,≤15 days,April 2025
PO/VAS/26/00067,SHREE BALAJI PRINTERS,29-04-2025,PPR/VAS/26/00135,23-04-2025,0.0,-6,No Receipt,April 2025
PO/VAS/26/00068,SHREE BHERUNATH ENTERPRISES,29-04-2025,PPR/VAS/26/00144,29-04-2025,0.0,0,≤15 days,April 2025
PO/VAS/26/00069,RIDDHI SIDDHI CORPORATION,01-05-2025,PPR/VAS/26/00326,21-05-2025,0.0,20,>15 days,May 2025
PO/VAS/26/00070,ACN PLASTIC,01-05-2025,PPR/VAS/26/00297,17-05-2025,0.0,16,>15 days,May 2025
PO/VAS/26/00071,URVI PLASTIC INDUSTRIES,01-05-2025,PPR/VAS/26/00393,29-05-2025,0.0,28,>15 days,May 2025
PO/VAS/26/00072,RUPAL PLASTICS PVT LTD,01-05-2025,PPR/VAS/26/00301,08-05-2025,0.0,7,≤15 days,May 2025
PO/VAS/26/00073,Krisel polymers,01-05-2025,PPR/VAS/26/00291,05-05-2025,0.0,4,≤15 days,May 2025
PO/VAS/26/00074,RUPAL PLASTICS PVT LTD,30-04-2025,PPR/VAS/26/00162,08-04-2025,0.0,-22,No Receipt,April 2025
PO/VAS/26/00075,TISO INDUSTRIES,30-04-2025,PPR/VAS/26/00190,30-04-2025,0.0,0,≤15 days,April 2025
PO/VAS/26/00076,MEHTA AND COMPANY,30-04-2025,PPR/VAS/26/00185,21-04-2025,0.0,-9,No Receipt,April 2025
PO/VAS/26/00077,MORYA ENTERPRISES,30-04-2025,PPR/VAS/26/00164,29-04-2025,0.0,-1,No Receipt,April 2025
PO/VAS/26/00078,VISION INDUSTRIALS,30-04-2025,PPR/VAS/26/00166,05-04-2025,0.0,-25,No Receipt,April 2025
PO/VAS/26/00079,Ramaya Packaging,30-04-2025,PPR/VAS/26/00163,16-04-2025,0.0,-14,No Receipt,April 2025
PO/VAS/26/00080,Kurz India Pvt. Ltd.,01-04-2025,PPR/VAS/26/00372,07-04-2025,0.0,6,≤15 days,April 2025
PO/VAS/26/00081,KANKAI ENTERPRISES,30-04-2025,PPR/VAS/26/00382,06-05-2025,0.0,6,≤15 days,May 2025
PO/VAS/26/00082,ACN PLASTIC,03-05-2025,PPR/VAS/26/00178,07-04-2025,0.0,-26,No Receipt,April 2025
PO/VAS/26/00083,TISO INDUSTRIES,30-04-2025,PPR/VAS/26/00191,16-04-2025,0.694,-14,No Receipt,April 2025
PO/VAS/26/00084,KHUSHI MULTIPACK SOLUTIONS LLP,30-04-2025,PPR/VAS/26/00179,21-04-2025,0.0,-9,No Receipt,April 2025
PO/VAS/26/00085,P.P.PRODUCTS,30-04-2025,PPR/VAS/26/01935,07-11-2025,803.64,191,>15 days,November 2025
PO/VAS/26/00086,KGN LIGHTS PVT LTD,07-05-2025,PPR/VAS/26/01076,28-07-2025,32.0,82,>15 days,July 2025
PO/VAS/26/00087,Harshali Optoelectronics Private Limited,07-05-2025,PPR/VAS/26/00237,12-05-2025,0.0,5,≤15 days,May 2025
PO/VAS/26/00088,Lumirise Private Limited,07-05-2025,PPR/VAS/26/00502,13-06-2025,0.0,37,>15 days,June 2025
PO/VAS/26/00089,Fabrico,01-05-2025,PPR/VAS/26/00928,10-07-2025,5140.0,70,>15 days,July 2025
PO/VAS/26/00090,JAI AMBE ENTERPRISE,01-05-2025,PPR/VAS/26/00344,26-05-2025,0.0,25,>15 days,May 2025
PO/VAS/26/00091,PRAGATI ENTERPRISES,01-05-2025,PPR/VAS/26/00341,26-05-2025,0.0,25,>15 days,May 2025
PO/VAS/26/00092,M.R.ENGINEERING,01-05-2025,PPR/VAS/26/00369,30-05-2025,500.0,29,>15 days,May 2025
PO/VAS/26/00093,VIVANI ELECTRONICS,01-05-2025,PPR/VAS/26/00219,07-05-2025,0.0,6,≤15 days,May 2025
PO/VAS/26/00094,ARCHANA ENTERPRISES,01-05-2025,PPR/VAS/26/00328,23-05-2025,3000.0,22,>15 days,May 2025
PO/VAS/26/00095,KGK JET INDIA PRIVATE LIMITED,01-05-2025,PPR/VAS/26/00249,06-05-2025,0.0,5,≤15 days,May 2025
PO/VAS/26/00096,KINJAL ENGINEERING WORKS,01-05-2025,PPR/VAS/26/00756,30-06-2025,1105.0,60,>15 days,June 2025
PO/VAS/26/00097,Kurz India Pvt. Ltd.,01-05-2025,PPR/VAS/26/00359,09-05-2025,0.0,8,≤15 days,May 2025
PO/VAS/26/00098,MAHAVIR COMPUTER STATIONERY & XEROX,01-05-2025,PPR/VAS/26/00216,06-05-2025,0.0,5,≤15 days,May 2025
PO/VAS/26/00099,TISO INDUSTRIES,01-05-2025,PPR/VAS/26/01349,11-09-2025,27254.0,133,>15 days,September 2025
PO/VAS/26/00100,MORYA ENTERPRISES,01-05-2025,PPR/VAS/26/00234,10-05-2025,0.0,9,≤15 days,May 2025
PO/VAS/26/00101,Kuloday Compu Forms,01-05-2025,PPR/VAS/26/00223,09-05-2025,0.0,8,≤15 days,May 2025
PO/VAS/26/00102,SHREE BALAJI PRINTERS,01-05-2025,PPR/VAS/26/00408,23-05-2025,2000.0,22,>15 days,May 2025
PO/VAS/26/00103,Ramaya Packaging,01-05-2025,PPR/VAS/26/00252,13-05-2025,0.0,12,≤15 days,May 2025
PO/VAS/26/00104,Gyanesh Print And Pack,01-05-2025,PPR/VAS/26/00870,10-07-2025,1967.0,70,>15 days,July 2025
PO/VAS/26/00105,PRINT LINE,01-05-2025,PPR/VAS/26/00773,28-06-2025,2164.0,58,>15 days,June 2025
PO/VAS/26/00106,MOKSH TRADING CO,01-05-2025,PPR/VAS/26/00380,31-05-2025,873.0,30,>15 days,May 2025
PO/VAS/26/00107,PRINTSOUK,01-05-2025,PPR/VAS/26/00311,20-05-2025,0.0,19,>15 days,May 2025
PO/VAS/26/00108,KANKAI ENTERPRISES,01-05-2025,PPR/VAS/26/00335,22-05-2025,0.0,21,>15 days,May 2025
PO/VAS/26/00109,RAJIV PLASTICS INDUSTRIES,01-05-2025,PPR/VAS/26/00332,24-05-2025,0.0,23,>15 days,May 2025
PO/VAS/26/00110,Bombay Electrical components,01-05-2025,PPR/VAS/26/00206,02-05-2025,0.0,1,≤15 days,May 2025
PO/VAS/26/00111,MEHTA AND COMPANY,01-05-2025,PPR/VAS/26/00740,30-06-2025,1162.0,60,>15 days,June 2025
PO/VAS/26/00112,DURGESH METAL FINISHING WORKS,01-05-2025,PPR/VAS/26/00664,26-06-2025,0.0,56,>15 days,June 2025
PO/VAS/26/00113,GEO-BOND ADHESIVES,01-05-2025,PPR/VAS/26/00258,15-05-2025,0.0,14,≤15 days,May 2025
PO/VAS/26/00114,NAVKAR ELECTRICALS,01-05-2025,PPR/VAS/26/00368,30-05-2025,0.0,29,>15 days,May 2025
PO/VAS/26/00115,PRINTSOUK,12-05-2025,PPR/VAS/26/01249,29-08-2025,0.0,109,>15 days,August 2025
PO/VAS/26/00116,S M MODULAR LLP,12-05-2025,PPR/VAS/26/01729,13-10-2025,134.0,154,>15 days,October 2025
PO/VAS/26/00117,RAM LAL RAM CHANDRA (INDIA) LTD.,13-05-2025,PPR/VAS/26/00516,14-06-2025,0.0,32,>15 days,June 2025
PO/VAS/26/00118,Chintamani Enterprises,13-05-2025,NAN,No Receipt,2000.0,,No Receipt,No Receipt
PO/VAS/26/00119,Magic Retail Ventures Pvt. Ltd.,13-05-2025,PPR/VAS/26/00854,10-07-2025,0.0,58,>15 days,July 2025
PO/VAS/26/00120,PRAGATI ENTERPRISES,05-05-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/VAS/26/00121,TISO INDUSTRIES,13-05-2025,PPR/VAS/26/00485,12-06-2025,267.0,30,>15 days,June 2025
PO/VAS/26/00122,Gyanesh Print And Pack,13-05-2025,PPR/VAS/26/00415,31-05-2025,1123.0,18,>15 days,May 2025
PO/VAS/26/00123,PRAGATI ENTERPRISES,14-05-2025,PPR/VAS/26/00312,21-05-2025,900.0,7,≤15 days,May 2025
PO/VAS/26/00124,JAI AMBE ENTERPRISE,14-05-2025,NAN,No Receipt,2000.0,,No Receipt,No Receipt
PO/VAS/26/00125,TWOBROS AND CO,10-05-2025,PPR/VAS/26/00243,10-05-2025,0.0,0,≤15 days,May 2025
PO/VAS/26/00126,TISO INDUSTRIES,05-05-2025,PPR/VAS/26/00248,05-05-2025,0.0,0,≤15 days,May 2025
PO/VAS/26/00127,TISO INDUSTRIES,17-05-2025,PPR/VAS/26/00317,22-05-2025,190.0,5,≤15 days,May 2025
PO/VAS/26/00128,URVI PLASTIC INDUSTRIES,17-05-2025,PPR/VAS/26/00302,20-05-2025,0.0,3,≤15 days,May 2025
PO/VAS/26/00129,RUPAL PLASTICS PVT LTD,19-05-2025,PPR/VAS/26/00350,26-05-2025,0.0,7,≤15 days,May 2025
PO/VAS/26/00130,RONCH POLYMERS PVT LTD,20-05-2025,PPR/VAS/26/00643,23-06-2025,0.0,34,>15 days,June 2025
PO/VAS/26/00131,RUPAL PLASTICS PVT LTD,12-04-2025,PPR/VAS/26/00353,25-04-2025,0.0,13,≤15 days,April 2025
PO/VAS/26/00132,JAI AMBE ENTERPRISE,01-06-2025,PPR/VAS/26/00633,24-06-2025,0.0,23,>15 days,June 2025
PO/VAS/26/00133,PRAGATI ENTERPRISES,01-06-2025,PPR/VAS/26/00602,21-06-2025,0.0,20,>15 days,June 2025
PO/VAS/26/00134,M.R.ENGINEERING,01-06-2025,PPR/VAS/26/00653,26-06-2025,0.0,25,>15 days,June 2025
PO/VAS/26/00135,VIVANI ELECTRONICS,01-06-2025,PPR/VAS/26/00592,20-06-2025,0.0,19,>15 days,June 2025
PO/VAS/26/00136,ARCHANA ENTERPRISES,01-06-2025,PPR/VAS/26/00958,21-07-2025,5000.0,50,>15 days,July 2025
PO/VAS/26/00137,SHREE BALAJI PRINTERS,01-06-2025,PPR/VAS/26/00556,18-06-2025,0.0,17,>15 days,June 2025
PO/VAS/26/00138,PRINT LINE,01-06-2025,PPR/VAS/26/00557,18-06-2025,0.0,17,>15 days,June 2025
PO/VAS/26/00139,MOKSH TRADING CO,01-06-2025,PPR/VAS/26/00794,03-07-2025,0.0,32,>15 days,July 2025
PO/VAS/26/00140,Gyanesh Print And Pack,01-06-2025,PPR/VAS/26/00417,02-06-2025,7.0,1,≤15 days,June 2025
PO/VAS/26/00141,PRINTSOUK,01-06-2025,PPR/VAS/26/00548,17-06-2025,0.0,16,>15 days,June 2025
PO/VAS/26/00142,KANKAI ENTERPRISES,01-06-2025,PPR/VAS/26/00734,05-06-2025,0.0,4,≤15 days,June 2025
PO/VAS/26/00143,TISO INDUSTRIES,01-06-2025,PPR/VAS/26/01473,20-09-2025,10482.0,111,>15 days,September 2025
PO/VAS/26/00144,MEHTA AND COMPANY,01-06-2025,PPR/VAS/26/00771,26-06-2025,580.0,25,>15 days,June 2025
PO/VAS/26/00145,DURGESH METAL FINISHING WORKS,01-06-2025,PPR/VAS/26/00662,26-06-2025,0.0,25,>15 days,June 2025
PO/VAS/26/00146,GEO-BOND ADHESIVES,01-06-2025,PPR/VAS/26/00652,26-06-2025,0.0,25,>15 days,June 2025
PO/VAS/26/00147,URVI PLASTIC INDUSTRIES,01-06-2025,PPR/VAS/26/00492,03-06-2025,750.0,2,≤15 days,June 2025
PO/VAS/26/00148,URVI PLASTIC INDUSTRIES,01-06-2025,PPR/VAS/26/00498,03-06-2025,0.0,2,≤15 days,June 2025
PO/VAS/26/00149,KHUSHI MULTIPACK SOLUTIONS LLP,23-05-2025,PPR/VAS/26/00354,27-05-2025,0.0,4,≤15 days,May 2025
PO/VAS/26/00150,nan,24-05-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/VAS/26/00151,ACN PLASTIC,01-06-2025,PPR/VAS/26/00491,03-06-2025,0.0,2,≤15 days,June 2025
PO/VAS/26/00152,RUPAL PLASTICS PVT LTD,01-06-2025,PPR/VAS/26/00495,07-06-2025,0.0,6,≤15 days,June 2025
PO/VAS/26/00153,Krisel polymers,01-06-2025,PPR/VAS/26/00490,02-06-2025,0.0,1,≤15 days,June 2025
PO/VAS/26/00154,RIDDHI SIDDHI CORPORATION,01-06-2025,PPR/VAS/26/00412,05-06-2025,0.0,4,≤15 days,June 2025
PO/VAS/26/00155,Ramaya Packaging,01-06-2025,PPR/VAS/26/00442,06-06-2025,0.0,5,≤15 days,June 2025
PO/VAS/26/00156,MOKSH TRADING CO,27-05-2025,PPR/VAS/26/00355,27-05-2025,0.0,0,≤15 days,May 2025
PO/VAS/26/00157,ACN PLASTIC,01-06-2025,PPR/VAS/26/00499,01-06-2025,0.0,0,≤15 days,June 2025
PO/VAS/26/00158,RAJIV PLASTICS INDUSTRIES,28-05-2025,PPR/VAS/26/00358,24-04-2025,0.0,-34,No Receipt,April 2025
PO/VAS/26/00159,Arihant Enterprise - Dim,01-06-2025,NAN,No Receipt,2200.0,,No Receipt,No Receipt
PO/VAS/26/00160,MAHAVIR COMPUTER STATIONERY & XEROX,01-06-2025,PPR/VAS/26/00426,05-06-2025,0.0,4,≤15 days,June 2025
PO/VAS/26/00161,M K Plastics,30-05-2025,PPR/VAS/26/00725,30-06-2025,0.0,31,>15 days,June 2025
PO/VAS/26/00162,Lumirise Private Limited,01-06-2025,PPR/VAS/26/00887,11-07-2025,0.0,40,>15 days,July 2025
PO/VAS/26/00163,KGN LIGHTS PVT LTD,01-06-2025,PPR/VAS/26/01293,04-09-2025,246.0,95,>15 days,September 2025
PO/VAS/26/00164,LESOL CITY LIMITED,01-06-2025,PPR/VAS/26/01235,26-08-2025,2306.0,86,>15 days,August 2025
PO/VAS/26/00165,TISO INDUSTRIES,31-05-2025,PPR/VAS/26/00416,09-06-2025,0.0,9,≤15 days,June 2025
PO/VAS/26/00166,MAHAVIR COMPUTER STATIONERY & XEROX,01-06-2025,PPR/VAS/26/00466,05-06-2025,0.0,4,≤15 days,June 2025
PO/VAS/26/00167,MORYA ENTERPRISES,01-06-2025,NAN,No Receipt,20000.0,,No Receipt,No Receipt
PO/VAS/26/00168,KHUSHI MULTIPACK SOLUTIONS LLP,01-06-2025,PPR/VAS/26/00619,23-06-2025,0.0,22,>15 days,June 2025
PO/VAS/26/00169,Ramaya Packaging,01-06-2025,PPR/VAS/26/00443,06-06-2025,0.0,5,≤15 days,June 2025
PO/VAS/26/00170,SHREE BALAJI PRINTERS,01-06-2025,PPR/VAS/26/00902,16-07-2025,500.0,45,>15 days,July 2025
PO/VAS/26/00171,Gyanesh Print And Pack,01-06-2025,PPR/VAS/26/00826,08-07-2025,624.0,37,>15 days,July 2025
PO/VAS/26/00172,PRINT LINE,01-06-2025,PPR/VAS/26/00774,28-06-2025,0.0,27,>15 days,June 2025
PO/VAS/26/00173,MOKSH TRADING CO,01-06-2025,PPR/VAS/26/00754,23-06-2025,572.0,22,>15 days,June 2025
PO/VAS/26/00174,KANKAI ENTERPRISES,01-06-2025,PPR/VAS/26/00733,05-06-2025,0.0,4,≤15 days,June 2025
PO/VAS/26/00175,Bombay Electrical components,01-06-2025,PPR/VAS/26/00506,13-06-2025,0.0,12,≤15 days,June 2025
PO/VAS/26/00176,TISO INDUSTRIES,01-06-2025,PPR/VAS/26/01721,11-10-2025,10526.0,132,>15 days,October 2025
PO/VAS/26/00177,MEHTA AND COMPANY,01-06-2025,PPR/VAS/26/01359,12-09-2025,3835.0,103,>15 days,September 2025
PO/VAS/26/00178,NAVKAR ELECTRICALS,01-06-2025,PPR/VAS/26/00726,30-06-2025,0.0,29,>15 days,June 2025
PO/VAS/26/00179,ACN PLASTIC,31-05-2025,PPR/VAS/26/00403,28-05-2025,0.0,-3,No Receipt,May 2025
PO/VAS/26/00180,COATING KING SYSTEM,31-05-2025,PPR/VAS/26/00410,20-05-2025,0.0,-11,No Receipt,May 2025
PO/VAS/26/00181,MORYA ENTERPRISES,31-05-2025,PPR/VAS/26/00404,10-05-2025,0.0,-21,No Receipt,May 2025
PO/VAS/26/00182,NAVKAR ELECTRICALS,31-05-2025,PPR/VAS/26/00405,31-05-2025,0.0,0,≤15 days,May 2025
PO/VAS/26/00183,MEHTA AND COMPANY,31-05-2025,PPR/VAS/26/00406,31-05-2025,0.0,0,≤15 days,May 2025
PO/VAS/26/00184,URVI PLASTIC INDUSTRIES,04-06-2025,PPR/VAS/26/00494,10-06-2025,0.0,6,≤15 days,June 2025
PO/VAS/26/00185,RUPAL PLASTICS PVT LTD,04-06-2025,PPR/VAS/26/00496,07-06-2025,0.0,3,≤15 days,June 2025
PO/VAS/26/00186,ACN PLASTIC,04-06-2025,PPR/VAS/26/00500,14-06-2025,0.0,10,≤15 days,June 2025
PO/VAS/26/00187,LEMONLITE,04-06-2025,PPR/VAS/26/00777,24-06-2025,0.0,20,>15 days,June 2025
PO/VAS/26/00188,Kurz India Pvt. Ltd.,04-06-2025,PPR/VAS/26/00569,20-06-2025,0.0,16,>15 days,June 2025
PO/VAS/26/00189,RUPAL PLASTICS PVT LTD,10-06-2025,PPR/VAS/26/00501,11-06-2025,0.0,1,≤15 days,June 2025
PO/VAS/26/00190,Ramaya Packaging,10-06-2025,PPR/VAS/26/00445,10-06-2025,0.0,0,≤15 days,June 2025
PO/VAS/26/00191,SUN LABEL MANUFACTURING,01-07-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/VAS/26/00192,SUN LABEL MANUFACTURING,10-06-2025,PPR/VAS/26/00504,13-06-2025,0.0,3,≤15 days,June 2025
PO/VAS/26/00193,G.KHANNA & CO.,01-07-2025,PPR/VAS/26/00889,05-07-2025,0.0,4,≤15 days,July 2025
PO/VAS/26/00194,PRINTSOUK,12-06-2025,PPR/VAS/26/00769,30-06-2025,164.0,18,>15 days,June 2025
PO/VAS/26/00195,TISO INDUSTRIES,12-06-2025,PPR/VAS/26/00815,05-07-2025,0.0,23,>15 days,July 2025
PO/VAS/26/00196,Harshali Optoelectronics Private Limited,12-06-2025,PPR/VAS/26/01380,13-09-2025,1.0,93,>15 days,September 2025
PO/VAS/26/00197,KANKAI ENTERPRISES,01-06-2025,PPR/VAS/26/00478,12-06-2025,0.0,11,≤15 days,June 2025
PO/VAS/26/00198,SHREE BHERUNATH ENTERPRISES,12-06-2025,PPR/VAS/26/00534,13-06-2025,0.0,1,≤15 days,June 2025
PO/VAS/26/00199,RIDDHI SIDDHI CORPORATION,01-07-2025,PPR/VAS/26/00785,01-07-2025,0.0,0,≤15 days,July 2025
PO/VAS/26/00200,URVI PLASTIC INDUSTRIES,01-07-2025,PPR/VAS/26/00783,01-07-2025,0.0,0,≤15 days,July 2025
PO/VAS/26/00201,URVI PLASTIC INDUSTRIES,01-07-2025,PPR/VAS/26/00784,01-07-2025,0.0,0,≤15 days,July 2025
PO/VAS/26/00202,ACN PLASTIC,01-07-2025,PPR/VAS/26/00788,07-07-2025,0.0,6,≤15 days,July 2025
PO/VAS/26/00203,ACN PLASTIC,01-07-2025,PPR/VAS/26/00787,05-07-2025,0.0,4,≤15 days,July 2025
PO/VAS/26/00204,G.KHANNA & CO.,01-07-2025,PPR/VAS/26/00806,05-07-2025,0.0,4,≤15 days,July 2025
PO/VAS/26/00205,MEHTA AND COMPANY,21-06-2025,PPR/VAS/26/00738,30-06-2025,2250.0,9,≤15 days,June 2025
PO/VAS/26/00206,Ramaya Packaging,23-06-2025,PPR/VAS/26/00654,26-06-2025,0.0,3,≤15 days,June 2025
PO/VAS/26/00207,Earth Poly Pack,23-06-2025,PPR/VAS/26/00631,23-06-2025,0.0,0,≤15 days,June 2025
PO/VAS/26/00208,Ramaya Packaging,01-07-2025,PPR/VAS/26/00959,21-07-2025,44.0,20,>15 days,July 2025
PO/VAS/26/00209,GAIN ELECTRONICS,01-07-2025,PPR/VAS/26/00799,03-07-2025,0.0,2,≤15 days,July 2025
PO/VAS/26/00210,RIDDHI SIDDHI CORPORATION,01-07-2025,PPR/VAS/26/00786,01-07-2025,0.0,0,≤15 days,July 2025
PO/VAS/26/00211,TISO INDUSTRIES,25-06-2025,PPR/VAS/26/00862,10-07-2025,0.0,15,≤15 days,July 2025
PO/VAS/26/00212,JAI AMBE ENTERPRISE,01-07-2025,PPR/VAS/26/00890,14-07-2025,0.0,13,≤15 days,July 2025
PO/VAS/26/00213,PRAGATI ENTERPRISES,01-07-2025,PPR/VAS/26/00857,10-07-2025,0.0,9,≤15 days,July 2025
PO/VAS/26/00214,M.R.ENGINEERING,01-07-2025,PPR/VAS/26/00963,22-07-2025,500.0,21,>15 days,July 2025
PO/VAS/26/00215,VIVANI ELECTRONICS,01-07-2025,PPR/VAS/26/00807,05-07-2025,0.0,4,≤15 days,July 2025
PO/VAS/26/00216,MAHAVIR COMPUTER STATIONERY and XEROX,01-07-2025,PPR/VAS/26/00874,11-07-2025,0.0,10,≤15 days,July 2025
PO/VAS/26/00217,KANVAS HOME PRODUCTS,01-07-2025,PPR/VAS/26/00791,03-07-2025,10.0,2,≤15 days,July 2025
PO/VAS/26/00218,Manoj Enterprises,01-07-2025,PPR/VAS/26/00829,08-07-2025,0.0,7,≤15 days,July 2025
PO/VAS/26/00219,RAJU HOTKAR,01-07-2025,PPR/VAS/26/00966,21-07-2025,0.0,20,>15 days,July 2025
PO/VAS/26/00220,MORYA ENTERPRISES,01-07-2025,PPR/VAS/26/00819,05-07-2025,0.0,4,≤15 days,July 2025
PO/VAS/26/00221,KHUSHI MULTIPACK SOLUTIONS LLP,01-07-2025,PPR/VAS/26/01124,11-08-2025,0.0,41,>15 days,August 2025
PO/VAS/26/00222,SHREE BALAJI PRINTERS,01-07-2025,PPR/VAS/26/00934,16-07-2025,8000.0,15,≤15 days,July 2025
PO/VAS/26/00223,Gyanesh Print And Pack,01-07-2025,PPR/VAS/26/01213,25-08-2025,5522.0,55,>15 days,August 2025
PO/VAS/26/00224,PRINT LINE,01-07-2025,PPR/VAS/26/00997,25-07-2025,197.0,24,>15 days,July 2025
PO/VAS/26/00225,MOKSH TRADING CO,01-07-2025,PPR/VAS/26/01288,03-09-2025,1201.0,64,>15 days,September 2025
PO/VAS/26/00226,PRINTSOUK,01-07-2025,PPR/VAS/26/01196,23-08-2025,1978.0,53,>15 days,August 2025
PO/VAS/26/00227,KANKAI ENTERPRISES,01-07-2025,PPR/VAS/26/00985,24-07-2025,0.0,23,>15 days,July 2025
PO/VAS/26/00228,TOTAL POLY PRINT PRIVATE LIMITED,01-07-2025,PPR/VAS/26/00847,09-07-2025,0.0,8,≤15 days,July 2025
PO/VAS/26/00229,Bombay Electrical components,30-06-2025,PPR/VAS/26/00832,08-07-2025,0.0,8,≤15 days,July 2025
PO/VAS/26/00230,TISO INDUSTRIES,01-07-2025,PPR/VAS/26/01591,30-09-2025,4357.0,91,>15 days,September 2025
PO/VAS/26/00231,MEHTA AND COMPANY,01-07-2025,PPR/VAS/26/01210,23-08-2025,790.0,53,>15 days,August 2025
PO/VAS/26/00232,GEO-BOND ADHESIVES,01-07-2025,PPR/VAS/26/00945,19-07-2025,0.0,18,>15 days,July 2025
PO/VAS/26/00233,RAJIV PLASTICS INDUSTRIES,01-07-2025,PPR/VAS/26/00821,07-07-2025,60.6,6,≤15 days,July 2025
PO/VAS/26/00234,RUPAL PLASTICS PVT LTD,30-06-2025,PPR/VAS/26/00730,07-06-2025,0.0,-23,No Receipt,June 2025
PO/VAS/26/00235,ACN PLASTIC,30-06-2025,PPR/VAS/26/00743,30-06-2025,0.0,0,≤15 days,June 2025
PO/VAS/26/00236,TISO INDUSTRIES,30-06-2025,PPR/VAS/26/00842,12-07-2025,0.0,12,≤15 days,July 2025
PO/VAS/26/00237,VISION INDUSTRIALS,30-06-2025,PPR/VAS/26/00745,26-06-2025,0.0,-4,No Receipt,June 2025
PO/VAS/26/00238,COATING KING SYSTEM,30-06-2025,PPR/VAS/26/00749,18-06-2025,0.0,-12,No Receipt,June 2025
PO/VAS/26/00239,NAVKAR ELECTRICALS,30-06-2025,PPR/VAS/26/00877,14-07-2025,0.0,14,≤15 days,July 2025
PO/VAS/26/00240,MEHTA AND COMPANY,30-06-2025,PPR/VAS/26/00848,12-07-2025,0.0,12,≤15 days,July 2025
PO/VAS/26/00241,S M MODULAR LLP,30-06-2025,PPR/VAS/26/00780,08-07-2025,0.0,8,≤15 days,July 2025
PO/VAS/26/00242,MOKSH TRADING CO,30-06-2025,PPR/VAS/26/00753,23-06-2025,0.0,-7,No Receipt,June 2025
PO/VAS/26/00243,Gyanesh Print And Pack,30-06-2025,PPR/VAS/26/00776,30-06-2025,0.0,0,≤15 days,June 2025
PO/VAS/26/00244,SHREE BALAJI PRINTERS,30-06-2025,PPR/VAS/26/00744,30-06-2025,0.0,0,≤15 days,June 2025
PO/VAS/26/00245,Harshali Optoelectronics Private Limited,04-07-2025,PPR/VAS/26/01379,13-09-2025,701.0,71,>15 days,September 2025
PO/VAS/26/00246,Lumirise Private Limited,04-07-2025,PPR/VAS/26/01451,18-09-2025,0.0,76,>15 days,September 2025
PO/VAS/26/00247,Kurz India Pvt. Ltd.,05-07-2025,PPR/VAS/26/00953,19-07-2025,0.0,14,≤15 days,July 2025
PO/VAS/26/00248,VISION INDUSTRIALS,30-06-2025,PPR/VAS/26/00837,05-07-2025,0.0,5,≤15 days,July 2025
PO/VAS/26/00249,CALYREX TRADING PRIVATE LIMITED,10-07-2025,NAN,No Receipt,20000.0,,No Receipt,No Receipt
PO/VAS/26/00250,MEHTA AND COMPANY,10-07-2025,PPR/VAS/26/01020,26-07-2025,0.0,16,>15 days,July 2025
PO/VAS/26/00251,S M MODULAR LLP,10-07-2025,PPR/VAS/26/01479,21-09-2025,3065.0,73,>15 days,September 2025
PO/VAS/26/00252,TISO INDUSTRIES,11-07-2025,PPR/VAS/26/01230,26-08-2025,0.0,46,>15 days,August 2025
PO/VAS/26/00253,NAVKAR ELECTRICALS,11-07-2025,PPR/VAS/26/01042,30-07-2025,0.0,19,>15 days,July 2025
PO/VAS/26/00254,PRINT LINE,11-07-2025,PPR/VAS/26/01141,13-08-2025,1341.0,33,>15 days,August 2025
PO/VAS/26/00255,PRINTSOUK,11-07-2025,PPR/VAS/26/01102,06-08-2025,1000.0,26,>15 days,August 2025
PO/VAS/26/00256,MEHTA AND COMPANY,11-07-2025,PPR/VAS/26/01208,23-08-2025,18.0,43,>15 days,August 2025
PO/VAS/26/00257,MORYA ENTERPRISES,11-07-2025,PPR/VAS/26/01017,12-07-2025,0.0,1,≤15 days,July 2025
PO/VAS/26/00258,Bombay Electrical components,11-07-2025,PPR/VAS/26/00954,21-07-2025,0.0,10,≤15 days,July 2025
PO/VAS/26/00259,KINJAL ENGINEERING WORKS,08-07-2025,PPR/VAS/26/00884,11-07-2025,0.0,3,≤15 days,July 2025
PO/VAS/26/00260,TISO INDUSTRIES,14-07-2025,PPR/VAS/26/01345,11-09-2025,151.0,59,>15 days,September 2025
PO/VAS/26/00261,MEHTA AND COMPANY,14-07-2025,PPR/VAS/26/01209,23-08-2025,94.0,40,>15 days,August 2025
