PO_No,Vendor,Order_Date,Last_Receiving_No,Last_Receipt_Date,Outstanding_Qty,Days_Difference,Delivery_Status,Month
PO/AND/26/00207,NEELANJ BUSINESS SOLUTION LLP,13-06-2025,PPR/AND/26/01621,19-09-2025,0.0,98,>15 days,September 2025
PO/AND/26/00208,KASAT PLASTIC,01-07-2025,PPR/AND/26/00958,04-07-2025,0.0,3,≤15 days,July 2025
PO/AND/26/00209,RIDDHI SIDDHI CORPORATION,01-07-2025,PPR/AND/26/00862,01-07-2025,0.0,0,≤15 days,July 2025
PO/AND/26/00210,nan,01-07-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/AND/26/00211,MELCON PLASTICS,23-06-2025,NAN,No Receipt,50000.0,,No Receipt,No Receipt
PO/AND/26/00212,Supreme Innovations,24-06-2025,PPR/AND/26/00770,24-06-2025,14460.0,0,≤15 days,June 2025
PO/AND/26/00213,MELCON PLASTICS,24-06-2025,PPR/AND/26/00757,24-06-2025,0.0,0,≤15 days,June 2025
PO/AND/26/00214,DURVESH ENTERPRISES,24-06-2025,PPR/AND/26/00891,08-07-2025,251.0,14,≤15 days,July 2025
PO/AND/26/00215,SAI ENTERPRISES (VENDOR),24-06-2025,PPR/AND/26/00827,21-06-2025,88.0,-3,No Receipt,June 2025
PO/AND/26/00216,DURVESH ENTERPRISES,25-06-2025,PPR/AND/26/00844,30-06-2025,86.0,5,≤15 days,June 2025
PO/AND/26/00217,RIDDHI SIDDHI CORPORATION,01-07-2025,NAN,No Receipt,5300.0,,No Receipt,No Receipt
PO/AND/26/00218,NECTAR BRASS INDUSTRIES,01-07-2025,PPR/AND/26/00869,05-07-2025,0.0,4,≤15 days,July 2025
PO/AND/26/00219,Venus Industries,01-07-2025,PPR/AND/26/00868,05-07-2025,0.0,4,≤15 days,July 2025
PO/AND/26/00220,BNB ENTERPRISE,01-07-2025,PPR/AND/26/00894,10-07-2025,0.0,9,≤15 days,July 2025
PO/AND/26/00221,ARIHANT INDUSTRIES,01-07-2025,PPR/AND/26/00942,14-07-2025,0.0,13,≤15 days,July 2025
PO/AND/26/00222,OM INDUSTRIES-NEW,01-07-2025,PPR/AND/26/00871,04-07-2025,0.0,3,≤15 days,July 2025
PO/AND/26/00223,GIRI ENTERPRISES,01-07-2025,PPR/AND/26/01075,30-07-2025,5000.0,29,>15 days,July 2025
PO/AND/26/00224,MELCON PLASTICS,01-07-2025,PPR/AND/26/01053,26-07-2025,0.0,25,>15 days,July 2025
PO/AND/26/00225,TANISHA ENTERPRISES,01-07-2025,PPR/AND/26/00950,11-07-2025,0.0,10,≤15 days,July 2025
PO/AND/26/00226,S.PLASTICS,01-07-2025,PPR/AND/26/01103,31-07-2025,6367.0,30,>15 days,July 2025
PO/AND/26/00227,Supreme Innovations,01-07-2025,PPR/AND/26/01022,18-07-2025,8500.0,17,>15 days,July 2025
PO/AND/26/00228,Vardan Enterprises,01-07-2025,PPR/AND/26/00860,01-07-2025,0.0,0,≤15 days,July 2025
PO/AND/26/00229,MODERN ENGINEERING & SPRING COMPANY,01-07-2025,PPR/AND/26/00870,05-07-2025,0.0,4,≤15 days,July 2025
PO/AND/26/00230,PERFECT PACKERS,01-07-2025,PPR/AND/26/01056,28-07-2025,1.0,27,>15 days,July 2025
PO/AND/26/00231,Gyanesh Print And Pack,01-07-2025,PPR/AND/26/01399,28-08-2025,77.0,58,>15 days,August 2025
PO/AND/26/00232,SUPREME CORRUGATING INDUSTRIES PVT.LTD.,01-07-2025,PPR/AND/26/00949,15-07-2025,0.0,14,≤15 days,July 2025
PO/AND/26/00233,SHREE BALAJI PRINTERS,01-07-2025,PPR/AND/26/00861,01-07-2025,0.0,0,≤15 days,July 2025
PO/AND/26/00234,A.K.PACKAGING,01-07-2025,PPR/AND/26/01008,21-07-2025,33.0,20,>15 days,July 2025
PO/AND/26/00235,PRINT LINE,01-07-2025,PPR/AND/26/01112,31-07-2025,19170.0,30,>15 days,July 2025
PO/AND/26/00236,PRINTSOUK,01-07-2025,PPR/AND/26/01099,26-07-2025,2525.0,25,>15 days,July 2025
PO/AND/26/00237,Ramaya Packaging,01-07-2025,PPR/AND/26/00875,03-07-2025,0.0,2,≤15 days,July 2025
PO/AND/26/00238,KANKAI ENTERPRISES,01-07-2025,PPR/AND/26/01039,23-07-2025,0.0,22,>15 days,July 2025
PO/AND/26/00239,WITCO POTTERIES,01-07-2025,PPR/AND/26/01113,31-07-2025,0.0,30,>15 days,July 2025
PO/AND/26/00240,VENUS COLOURANTS,01-07-2025,PPR/AND/26/00879,08-07-2025,0.15,7,≤15 days,July 2025
PO/AND/26/00241,SAI ENTERPRISES (VENDOR),01-07-2025,PPR/AND/26/01249,04-08-2025,16143.0,34,>15 days,August 2025
PO/AND/26/00242,DURVESH ENTERPRISES,01-07-2025,PPR/AND/26/01094,29-07-2025,0.0,28,>15 days,July 2025
PO/AND/26/00243,REKHA TRADING CO,01-07-2025,PPR/AND/26/01123,31-07-2025,968.0,30,>15 days,July 2025
PO/AND/26/00244,Satish Brass Product,01-07-2025,NAN,No Receipt,344.0,,No Receipt,No Receipt
PO/AND/26/00245,RAJESHREE INDUSTRIES,01-07-2025,PPR/AND/26/01014,21-07-2025,0.0,20,>15 days,July 2025
PO/AND/26/00246,Parmar Engineering Works,01-07-2025,PPR/AND/26/00880,08-07-2025,0.0,7,≤15 days,July 2025
PO/AND/26/00247,KALA ENTERPRISES,01-07-2025,PPR/AND/26/01091,30-07-2025,1000.0,29,>15 days,July 2025
PO/AND/26/00248,VIVANI ELECTRONICS,05-07-2025,PPR/AND/26/01089,29-07-2025,199.0,24,>15 days,July 2025
PO/AND/26/00249,KMUNOTAG PRIVATE LIMITED,10-07-2025,PPR/AND/26/00896,26-06-2025,0.0,-14,No Receipt,June 2025
PO/AND/26/00250,SHREE BALAJI PRINTERS,30-06-2025,PPR/AND/26/01010,25-06-2025,0.0,-5,No Receipt,June 2025
PO/AND/26/00251,HARIA METALS,11-07-2025,PPR/AND/26/01046,24-07-2025,3.5,13,≤15 days,July 2025
PO/AND/26/00252,HITECH SCREWS and RIVETS,11-07-2025,PPR/AND/26/00967,19-07-2025,0.0,8,≤15 days,July 2025
PO/AND/26/00253,A.K.PACKAGING,30-06-2025,PPR/AND/26/00901,14-06-2025,0.0,-16,No Receipt,June 2025
PO/AND/26/00254,SHIVOM PRINTERS,30-06-2025,PPR/AND/26/00903,06-06-2025,0.0,-24,No Receipt,June 2025
PO/AND/26/00255,Supreme Innovations,30-06-2025,PPR/AND/26/00905,09-06-2025,0.0,-21,No Receipt,June 2025
PO/AND/26/00256,MELCON PLASTICS,30-06-2025,PPR/AND/26/00904,09-06-2025,0.0,-21,No Receipt,June 2025
PO/AND/26/00257,VISHAL PRECISION MOULDS,12-07-2025,PPR/AND/26/01600,13-09-2025,0.0,63,>15 days,September 2025
PO/AND/26/00258,WITCO POTTERIES,12-07-2025,PPR/AND/26/01114,31-07-2025,117.0,19,>15 days,July 2025
PO/AND/26/00259,MELCON PLASTICS,14-07-2025,PPR/AND/26/01019,16-07-2025,0.0,2,≤15 days,July 2025
PO/AND/26/00260,Supreme Innovations,14-07-2025,PPR/AND/26/01017,15-07-2025,0.0,1,≤15 days,July 2025
PO/AND/26/00261,DURVESH ENTERPRISES,14-07-2025,PPR/AND/26/01111,31-07-2025,0.0,17,>15 days,July 2025
PO/AND/26/00262,SUPREME CORRUGATING INDUSTRIES PVT.LTD.,15-07-2025,PPR/AND/26/01076,31-07-2025,14.0,16,>15 days,July 2025
PO/AND/26/00263,DURVESH ENTERPRISES,15-07-2025,PPR/AND/26/01087,31-07-2025,499.0,16,>15 days,July 2025
PO/AND/26/00264,HARIA METALS,15-07-2025,PPR/AND/26/01651,23-09-2025,21.0,70,>15 days,September 2025
PO/AND/26/00265,VIMALNATH BRASS INDUSTRIES,15-07-2025,PPR/AND/26/01421,31-08-2025,0.0,47,>15 days,August 2025
PO/AND/26/00266,Angel Brass Industries,15-07-2025,PPR/AND/26/01542,13-09-2025,0.0,60,>15 days,September 2025
PO/AND/26/00267,NECTAR BRASS INDUSTRIES,15-07-2025,PPR/AND/26/01138,05-08-2025,0.0,21,>15 days,August 2025
PO/AND/26/00268,Satish Brass Product,15-07-2025,PPR/AND/26/01355,22-08-2025,0.0,38,>15 days,August 2025
PO/AND/26/00269,BNB ENTERPRISE,15-07-2025,PPR/AND/26/01199,08-08-2025,0.0,24,>15 days,August 2025
PO/AND/26/00270,DHARMIN ENTERPRISE,16-07-2025,PPR/AND/26/00968,18-07-2025,0.0,2,≤15 days,July 2025
PO/AND/26/00271,MELCON PLASTICS,17-07-2025,PPR/AND/26/01051,23-07-2025,0.0,6,≤15 days,July 2025
PO/AND/26/00272,Supreme Innovations,17-07-2025,PPR/AND/26/01052,24-07-2025,0.0,7,≤15 days,July 2025
PO/AND/26/00273,ACN PLASTIC,17-07-2025,PPR/AND/26/00961,22-07-2025,0.0,5,≤15 days,July 2025
PO/AND/26/00274,RIDDHI SIDDHI CORPORATION,19-07-2025,PPR/AND/26/00959,21-07-2025,0.0,2,≤15 days,July 2025
PO/AND/26/00275,LIBRA PLASTICS,21-07-2025,NAN,No Receipt,4.0,,No Receipt,No Receipt
PO/AND/26/00276,MELCON PLASTICS,21-07-2025,PPR/AND/26/01100,30-07-2025,0.0,9,≤15 days,July 2025
PO/AND/26/00277,Nilkamal Limited-Andheri,22-07-2025,PPR/AND/26/01352,22-07-2025,0.0,0,≤15 days,July 2025
PO/AND/26/00278,MAHAVIR TRADERS,22-07-2025,PPR/AND/26/01083,25-07-2025,0.0,3,≤15 days,July 2025
PO/AND/26/00279,KMUNOTAG PRIVATE LIMITED,26-07-2025,PPR/AND/26/01120,22-07-2025,0.0,-4,No Receipt,July 2025
PO/AND/26/00280,NEELANJ BUSINESS SOLUTION LLP,26-07-2025,PPR/AND/26/01068,16-07-2025,1.0,-10,No Receipt,July 2025
PO/AND/26/00281,JAI AMBE ENTERPRISE,01-08-2025,PPR/AND/26/01304,20-08-2025,0.0,19,>15 days,August 2025
PO/AND/26/00282,PRAGATI ENTERPRISES,01-08-2025,PPR/AND/26/01347,23-08-2025,0.0,22,>15 days,August 2025
PO/AND/26/00283,VIVANI ELECTRONICS,28-07-2025,PPR/AND/26/01234,12-08-2025,0.0,15,≤15 days,August 2025
PO/AND/26/00284,M.R.ENGINEERING,06-08-2025,PPR/AND/26/01702,27-09-2025,0.0,52,>15 days,September 2025
PO/AND/26/00285,ARCHANA ENTERPRISES,01-08-2025,PPR/AND/26/01233,12-08-2025,2000.0,11,≤15 days,August 2025
PO/AND/26/00286,PRINTSOUK,28-07-2025,PPR/AND/26/01126,30-07-2025,240.0,2,≤15 days,July 2025
PO/AND/26/00287,DURVESH ENTERPRISES,29-07-2025,PPR/AND/26/01098,31-07-2025,312.0,2,≤15 days,July 2025
PO/AND/26/00288,RIDDHI SIDDHI CORPORATION,01-08-2025,PPR/AND/26/01152,05-08-2025,0.0,4,≤15 days,August 2025
PO/AND/26/00289,RIDDHI SIDDHI CORPORATION,01-08-2025,PPR/AND/26/01155,05-08-2025,0.0,4,≤15 days,August 2025
PO/AND/26/00290,RIDDHI SIDDHI CORPORATION,01-08-2025,PPR/AND/26/01159,05-08-2025,0.0,4,≤15 days,August 2025
PO/AND/26/00291,RIDDHI SIDDHI CORPORATION,01-08-2025,PPR/AND/26/01185,06-08-2025,0.0,5,≤15 days,August 2025
PO/AND/26/00292,SUNRISE POLYMER,01-08-2025,PPR/AND/26/01204,08-08-2025,0.0,7,≤15 days,August 2025
PO/AND/26/00293,G.KHANNA and CO.,01-08-2025,PPR/AND/26/01161,05-08-2025,0.0,4,≤15 days,August 2025
PO/AND/26/00294,KASAT PLASTIC,01-08-2025,PPR/AND/26/01160,04-08-2025,0.0,3,≤15 days,August 2025
PO/AND/26/00295,KASAT PLASTIC,01-08-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/AND/26/00296,nan,30-07-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/AND/26/00297,S.PLASTICS,30-07-2025,PPR/AND/26/01408,30-08-2025,0.0,31,>15 days,August 2025
PO/AND/26/00298,PRINTSOUK,01-08-2025,PPR/AND/26/01255,11-08-2025,1500.0,10,≤15 days,August 2025
PO/AND/26/00299,KANKAI ENTERPRISES,01-08-2025,NAN,No Receipt,20000.0,,No Receipt,No Receipt
PO/AND/26/00300,Gyanesh Print And Pack,01-08-2025,PPR/AND/26/01140,01-08-2025,0.0,0,≤15 days,August 2025
PO/AND/26/00301,SHREE BALAJI PRINTERS,31-07-2025,PPR/AND/26/01117,21-07-2025,0.0,-10,No Receipt,July 2025
PO/AND/26/00302,A.K.PACKAGING,31-07-2025,PPR/AND/26/01118,19-07-2025,0.0,-12,No Receipt,July 2025
PO/AND/26/00303,Supreme Innovations,31-07-2025,PPR/AND/26/01115,22-07-2025,0.0,-9,No Receipt,July 2025
PO/AND/26/00304,SHIVOM PRINTERS,31-07-2025,PPR/AND/26/01107,21-07-2025,0.0,-10,No Receipt,July 2025
PO/AND/26/00305,RAJESHREE INDUSTRIES,31-07-2025,PPR/AND/26/01127,26-07-2025,0.0,-5,No Receipt,July 2025
PO/AND/26/00306,DURVESH ENTERPRISES,31-07-2025,PPR/AND/26/01108,31-07-2025,167.0,0,≤15 days,July 2025
PO/AND/26/00307,S.PLASTICS,31-07-2025,PPR/AND/26/01125,30-07-2025,0.0,-1,No Receipt,July 2025
PO/AND/26/00308,ARIHANT INDUSTRIES,02-08-2025,PPR/AND/26/01229,12-08-2025,0.0,10,≤15 days,August 2025
PO/AND/26/00309,OM INDUSTRIES-NEW,02-08-2025,PPR/AND/26/01200,08-08-2025,0.0,6,≤15 days,August 2025
PO/AND/26/00310,GIRI ENTERPRISES,02-08-2025,PPR/AND/26/01385,26-08-2025,18814.0,24,>15 days,August 2025
PO/AND/26/00311,MELCON PLASTICS,02-08-2025,PPR/AND/26/01392,28-08-2025,37928.0,26,>15 days,August 2025
PO/AND/26/00312,TANISHA ENTERPRISES,02-08-2025,PPR/AND/26/01754,29-09-2025,0.0,58,>15 days,September 2025
PO/AND/26/00313,Supreme Innovations,02-08-2025,PPR/AND/26/01329,21-08-2025,0.0,19,>15 days,August 2025
PO/AND/26/00314,Vardan Enterprises,02-08-2025,PPR/AND/26/01135,04-08-2025,0.0,2,≤15 days,August 2025
PO/AND/26/00315,MODERN ENGINEERING & SPRING COMPANY,02-08-2025,PPR/AND/26/01330,22-08-2025,0.0,20,>15 days,August 2025
PO/AND/26/00316,G R INDUSTRIES,02-08-2025,PPR/AND/26/01144,05-08-2025,0.0,3,≤15 days,August 2025
PO/AND/26/00317,PERFECT PACKERS,02-08-2025,PPR/AND/26/01407,30-08-2025,8800.0,28,>15 days,August 2025
PO/AND/26/00318,Gyanesh Print And Pack,02-08-2025,PPR/AND/26/01397,28-08-2025,40.0,26,>15 days,August 2025
PO/AND/26/00319,SHREE BALAJI PRINTERS,02-08-2025,PPR/AND/26/01219,11-08-2025,0.0,9,≤15 days,August 2025
PO/AND/26/00320,KMUNOTAG PRIVATE LIMITED,02-08-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/AND/26/00321,A.K.PACKAGING,02-08-2025,PPR/AND/26/01393,25-08-2025,0.0,23,>15 days,August 2025
PO/AND/26/00322,PRINT LINE,02-08-2025,PPR/AND/26/01440,08-09-2025,717.0,37,>15 days,September 2025
PO/AND/26/00323,Ramaya Packaging,02-08-2025,PPR/AND/26/01146,05-08-2025,0.0,3,≤15 days,August 2025
PO/AND/26/00324,KANKAI ENTERPRISES,02-08-2025,PPR/AND/26/01483,11-09-2025,347550.0,40,>15 days,September 2025
PO/AND/26/00325,SUPREME CORRUGATING INDUSTRIES PVT.LTD.,02-08-2025,PPR/AND/26/01214,12-08-2025,1238.0,10,≤15 days,August 2025
PO/AND/26/00326,PRINTSOUK,02-08-2025,PPR/AND/26/01451,23-08-2025,9360.0,21,>15 days,August 2025
PO/AND/26/00327,WITCO POTTERIES,02-08-2025,PPR/AND/26/01277,18-08-2025,234.0,16,>15 days,August 2025
PO/AND/26/00328,VENUS COLOURANTS,02-08-2025,PPR/AND/26/01221,11-08-2025,0.25,9,≤15 days,August 2025
PO/AND/26/00329,MAHAVIR TRADERS,02-08-2025,PPR/AND/26/01438,27-08-2025,0.0,25,>15 days,August 2025
PO/AND/26/00330,JAYESH INDUSTRIES,02-08-2025,PPR/AND/26/01142,05-08-2025,0.0,3,≤15 days,August 2025
PO/AND/26/00331,DHARMIN ENTERPRISE,02-08-2025,PPR/AND/26/01145,05-08-2025,0.0,3,≤15 days,August 2025
PO/AND/26/00332,SAI ENTERPRISES (VENDOR),02-08-2025,PPR/AND/26/01423,30-08-2025,3288.0,28,>15 days,August 2025
PO/AND/26/00333,DURVESH ENTERPRISES,02-08-2025,PPR/AND/26/01415,30-08-2025,282.0,28,>15 days,August 2025
PO/AND/26/00334,REKHA TRADING CO,02-08-2025,PPR/AND/26/02109,30-10-2025,734.0,89,>15 days,October 2025
PO/AND/26/00335,S.PLASTICS,02-08-2025,PPR/AND/26/01410,30-08-2025,0.0,28,>15 days,August 2025
PO/AND/26/00336,RAJESHREE INDUSTRIES,02-08-2025,PPR/AND/26/01363,25-08-2025,0.0,23,>15 days,August 2025
PO/AND/26/00337,KALA ENTERPRISES,02-08-2025,PPR/AND/26/01381,26-08-2025,0.0,24,>15 days,August 2025
PO/AND/26/00338,Vijay Rajendra Electricals,04-08-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/AND/26/00339,S.PLASTICS,07-08-2025,PPR/AND/26/01419,31-08-2025,2060.0,24,>15 days,August 2025
PO/AND/26/00340,TIRUPATI SALES CORPORATION,07-08-2025,PPR/AND/26/01437,30-08-2025,0.0,23,>15 days,August 2025
PO/AND/26/00341,DURVESH ENTERPRISES,08-08-2025,PPR/AND/26/01416,30-08-2025,8049.0,22,>15 days,August 2025
PO/AND/26/00342,Gyanesh Print And Pack,08-08-2025,PPR/AND/26/01398,28-08-2025,0.0,20,>15 days,August 2025
PO/AND/26/00343,ACN PLASTIC,11-08-2025,PPR/AND/26/01313,21-08-2025,100.0,10,≤15 days,August 2025
PO/AND/26/00344,RIDDHI SIDDHI CORPORATION,11-08-2025,PPR/AND/26/01312,18-08-2025,0.0,7,≤15 days,August 2025
PO/AND/26/00345,S.PLASTICS,11-08-2025,PPR/AND/26/01209,08-08-2025,840.0,-3,No Receipt,August 2025
PO/AND/26/00346,SUNRISE POLYMER,11-08-2025,PPR/AND/26/01294,01-08-2025,0.0,-10,No Receipt,August 2025
PO/AND/26/00347,MORYA ENTERPRISES,12-08-2025,PPR/AND/26/01240,12-08-2025,0.0,0,≤15 days,August 2025
PO/AND/26/00348,nan,12-08-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/AND/26/00349,Kuloday Compu Forms,12-08-2025,PPR/AND/26/01364,25-08-2025,2000.0,13,≤15 days,August 2025
PO/AND/26/00350,DURVESH ENTERPRISES,14-08-2025,PPR/AND/26/01285,18-08-2025,0.0,4,≤15 days,August 2025
PO/AND/26/00351,DHARMIN ENTERPRISE,20-08-2025,PPR/AND/26/01607,19-09-2025,0.0,30,>15 days,September 2025
PO/AND/26/00352,GIRI ENTERPRISES,20-08-2025,PPR/AND/26/01308,07-08-2025,0.0,-13,No Receipt,August 2025
PO/AND/26/00353,DURVESH ENTERPRISES,20-08-2025,PPR/AND/26/01388,26-08-2025,0.0,6,≤15 days,August 2025
PO/AND/26/00354,PRINT LINE,20-08-2025,PPR/AND/26/01297,20-08-2025,1000.0,0,≤15 days,August 2025
PO/AND/26/00355,SAI ENTERPRISES (VENDOR),21-08-2025,PPR/AND/26/01517,11-09-2025,1660.0,21,>15 days,September 2025
PO/AND/26/00356,S.PLASTICS,21-08-2025,PPR/AND/26/01409,30-08-2025,0.0,9,≤15 days,August 2025
PO/AND/26/00357,DURVESH ENTERPRISES,05-08-2025,PPR/AND/26/01417,30-08-2025,1619.0,25,>15 days,August 2025
PO/AND/26/00358,VIVANI ELECTRONICS,22-08-2025,PPR/AND/26/01404,30-08-2025,100.0,8,≤15 days,August 2025
PO/AND/26/00359,KASAT PLASTIC,22-08-2025,PPR/AND/26/01439,22-08-2025,0.0,0,≤15 days,August 2025
PO/AND/26/00360,nan,22-08-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/AND/26/00361,MELCON PLASTICS,23-08-2025,PPR/AND/26/01391,28-08-2025,0.0,5,≤15 days,August 2025
PO/AND/26/00362,MELCON PLASTICS,23-08-2025,PPR/AND/26/01358,21-08-2025,0.0,-2,No Receipt,August 2025
PO/AND/26/00363,Supreme Innovations,23-08-2025,PPR/AND/26/01357,21-08-2025,0.0,-2,No Receipt,August 2025
PO/AND/26/00364,SHREE BALAJI PRINTERS,23-08-2025,PPR/AND/26/01353,20-08-2025,0.0,-3,No Receipt,August 2025
PO/AND/26/00365,SUPREME CORRUGATING INDUSTRIES PVT.LTD.,23-08-2025,PPR/AND/26/01462,04-09-2025,0.0,12,≤15 days,September 2025
PO/AND/26/00366,MAA NARAYANI CREATION,01-09-2025,PPR/AND/26/01890,10-10-2025,0.0,39,>15 days,October 2025
PO/AND/26/00367,Matrix Technologies,01-09-2025,PPR/AND/26/02262,08-11-2025,0.0,68,>15 days,November 2025
PO/AND/26/00368,A.K.PACKAGING,25-08-2025,PPR/AND/26/01372,26-08-2025,0.0,1,≤15 days,August 2025
PO/AND/26/00369,NECTAR BRASS INDUSTRIES,01-09-2025,PPR/AND/26/01457,04-09-2025,0.0,3,≤15 days,September 2025
PO/AND/26/00370,HARIA METALS,01-09-2025,PPR/AND/26/01678,25-09-2025,201.0,24,>15 days,September 2025
PO/AND/26/00371,Venus Industries,01-09-2025,PPR/AND/26/01458,04-09-2025,0.0,3,≤15 days,September 2025
PO/AND/26/00372,ARIHANT INDUSTRIES,01-09-2025,PPR/AND/26/01663,22-09-2025,0.0,21,>15 days,September 2025
PO/AND/26/00373,GIRI ENTERPRISES,01-09-2025,PPR/AND/26/01672,25-09-2025,39035.0,24,>15 days,September 2025
PO/AND/26/00374,MELCON PLASTICS,01-09-2025,PPR/AND/26/01744,30-09-2025,69424.0,29,>15 days,September 2025
PO/AND/26/00375,TANISHA ENTERPRISES,01-09-2025,PPR/AND/26/01753,29-09-2025,0.0,28,>15 days,September 2025
PO/AND/26/00376,S.PLASTICS,01-09-2025,PPR/AND/26/02235,07-11-2025,3977.0,67,>15 days,November 2025
PO/AND/26/00377,Supreme Innovations,01-09-2025,PPR/AND/26/01737,30-09-2025,0.0,29,>15 days,September 2025
PO/AND/26/00378,Vardan Enterprises,01-09-2025,PPR/AND/26/01474,08-09-2025,0.0,7,≤15 days,September 2025
PO/AND/26/00379,MODERN ENGINEERING & SPRING COMPANY,01-09-2025,PPR/AND/26/01514,11-09-2025,0.0,10,≤15 days,September 2025
PO/AND/26/00380,PERFECT PACKERS,01-09-2025,PPR/AND/26/01748,30-09-2025,5400.0,29,>15 days,September 2025
PO/AND/26/00381,Gyanesh Print And Pack,01-09-2025,PPR/AND/26/02148,31-10-2025,164.0,60,>15 days,October 2025
PO/AND/26/00382,A.K.PACKAGING,01-09-2025,PPR/AND/26/01730,29-09-2025,550.0,28,>15 days,September 2025
PO/AND/26/00383,PRINT LINE,01-09-2025,PPR/AND/26/02055,28-10-2025,3498.0,57,>15 days,October 2025
PO/AND/26/00384,Ramaya Packaging,01-09-2025,PPR/AND/26/01516,11-09-2025,0.0,10,≤15 days,September 2025
PO/AND/26/00385,KANKAI ENTERPRISES,01-09-2025,PPR/AND/26/01544,12-09-2025,248259.0,11,≤15 days,September 2025
PO/AND/26/00386,SUPREME CORRUGATING INDUSTRIES PVT.LTD.,01-09-2025,PPR/AND/26/01674,25-09-2025,2501.0,24,>15 days,September 2025
PO/AND/26/00387,PRINTSOUK,01-09-2025,PPR/AND/26/01870,09-10-2025,13750.0,38,>15 days,October 2025
PO/AND/26/00388,WITCO POTTERIES,01-09-2025,PPR/AND/26/01771,30-09-2025,70.0,29,>15 days,September 2025
PO/AND/26/00389,VENUS COLOURANTS,01-09-2025,PPR/AND/26/01509,10-09-2025,0.0,9,≤15 days,September 2025
PO/AND/26/00390,MAHAVIR TRADERS,01-09-2025,NAN,No Receipt,1000.0,,No Receipt,No Receipt
PO/AND/26/00391,DHARMIN ENTERPRISE,01-09-2025,PPR/AND/26/01464,01-09-2025,0.0,0,≤15 days,September 2025
PO/AND/26/00392,JAYESH INDUSTRIES,01-09-2025,PPR/AND/26/01522,12-09-2025,0.0,11,≤15 days,September 2025
PO/AND/26/00393,SAI ENTERPRISES (VENDOR),01-09-2025,PPR/AND/26/01756,30-09-2025,2392.0,29,>15 days,September 2025
PO/AND/26/00394,DURVESH ENTERPRISES,01-09-2025,PPR/AND/26/01751,30-09-2025,148.0,29,>15 days,September 2025
PO/AND/26/00395,JAI AMBE ENTERPRISE,01-09-2025,PPR/AND/26/01597,18-09-2025,0.0,17,>15 days,September 2025
PO/AND/26/00396,M.R.ENGINEERING,01-09-2025,PPR/AND/26/01703,27-09-2025,2000.0,26,>15 days,September 2025
PO/AND/26/00397,MORYA ENTERPRISES,01-09-2025,PPR/AND/26/01851,09-10-2025,25850.0,38,>15 days,October 2025
PO/AND/26/00398,Satish Brass Product,01-09-2025,PPR/AND/26/01797,06-10-2025,0.0,35,>15 days,October 2025
PO/AND/26/00399,Angel Brass Industries,01-09-2025,PPR/AND/26/01677,25-09-2025,0.0,24,>15 days,September 2025
PO/AND/26/00400,RAJESHREE INDUSTRIES,01-09-2025,PPR/AND/26/01608,19-09-2025,0.0,18,>15 days,September 2025
PO/AND/26/00401,Parmar Engineering Works,01-09-2025,PPR/AND/26/01565,15-09-2025,0.0,14,≤15 days,September 2025
PO/AND/26/00402,PRAGATI ENTERPRISES,01-09-2025,PPR/AND/26/01593,17-09-2025,0.0,16,>15 days,September 2025
PO/AND/26/00403,VIVANI ELECTRONICS,01-09-2025,PPR/AND/26/01701,27-09-2025,0.0,26,>15 days,September 2025
PO/AND/26/00404,KALA ENTERPRISES,01-09-2025,PPR/AND/26/01699,26-09-2025,0.0,25,>15 days,September 2025
PO/AND/26/00405,NEELANJ BUSINESS SOLUTION LLP,25-08-2025,PPR/AND/26/01450,26-08-2025,14.0,1,≤15 days,August 2025
PO/AND/26/00406,RIDDHI SIDDHI CORPORATION,01-09-2025,PPR/AND/26/01655,18-09-2025,0.0,17,>15 days,September 2025
PO/AND/26/00407,RIDDHI SIDDHI CORPORATION,01-09-2025,PPR/AND/26/01656,19-09-2025,0.0,18,>15 days,September 2025
PO/AND/26/00408,nan,01-09-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/AND/26/00409,RIDDHI SIDDHI CORPORATION,01-09-2025,PPR/AND/26/01490,11-09-2025,0.0,10,≤15 days,September 2025
PO/AND/26/00410,RIDDHI SIDDHI CORPORATION,01-09-2025,PPR/AND/26/01523,11-09-2025,0.0,10,≤15 days,September 2025
PO/AND/26/00411,KASAT PLASTIC,01-09-2025,PPR/AND/26/01599,05-09-2025,0.0,4,≤15 days,September 2025
PO/AND/26/00412,nan,01-09-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/AND/26/00413,G.KHANNA and CO.,01-09-2025,PPR/AND/26/01499,03-09-2025,0.0,2,≤15 days,September 2025
PO/AND/26/00414,ACN PLASTIC,01-09-2025,PPR/AND/26/01622,23-09-2025,0.0,22,>15 days,September 2025
PO/AND/26/00415,SUNRISE POLYMER,01-09-2025,PPR/AND/26/01724,03-09-2025,0.0,2,≤15 days,September 2025
